asin,title,categoryName,price,stars,boughtInLastMonth,isBestSeller,demand_score,demand_level,stars_norm,bought_norm,bs_norm,price_norm,is_user_product
47488,Footfun Kids Unisex Grey Shoes,Casual Shoes,4850.18017578125,4.599999904632568,656,True,64.74,High,90.0,65.66566566566566,100.0,3.3020734786987305,False
45049,Playboy Men Red and Black Flip Flop,Flip Flops,2101.8798828125,4.699999809265137,739,True,82.72,High,92.49999237060547,73.97397397397397,100.0,64.39334106445312,False
16351,Peter England Men Stripes Cream Shirt,Shirts,4751.3798828125,3.700000047683716,725,False,36.39,Medium,67.5,72.57257257257257,0.0,5.498284339904785,False
8663,Fastrack Unisex Sunglasses MA012BR1,Sunglasses,2728.300048828125,3.5999999046325684,57,False,30.29,Low,65.0,5.7057057057057055,0.0,50.46880340576172,False
11656,Lee Women Printed Red Tshirts,Tshirts,1428.9000244140625,4.199999809265137,777,False,59.28,Medium,79.99999237060547,77.77777777777779,0.0,79.35282897949219,False
30882,Fabindia Women Printed Green Kurta,Kurtas,3755.5,4.199999809265137,183,False,31.49,Low,79.99999237060547,18.31831831831832,0.0,27.63544273376465,False
34058,Gini and Jony Boys Washed Navy Blue 3/4 Length Pants,Capris,3878.4599609375,4.300000190734863,133,False,30.18,Low,82.50000762939453,13.313313313313312,0.0,24.90220069885254,False
42652,Alma Women Black Kurta,Kurtas,2385.27001953125,4.699999809265137,810,True,82.92,High,92.49999237060547,81.08108108108108,100.0,58.093929290771484,False
12909,Spykar Men Check Red Shirts,Shirts,746.2999877929688,4.400000095367432,399,False,54.87,Medium,85.0,39.93993993993994,0.0,94.52616882324219,False
33336,Homme Men Black Formal Shoes,Formal Shoes,4880.22021484375,3.9000000953674316,570,False,33.05,Low,72.5,57.05705705705706,0.0,2.6343226432800293,False
42533,Mother Earth Women Blue Printed Kurta,Kurtas,3140.68994140625,4.699999809265137,895,True,80.85,High,92.49999237060547,89.5895895895896,100.0,41.30189895629883,False
10440,Flying Machine Men Ydc Green Shirts,Shirts,1418.2900390625,4.599999904632568,377,True,76.83,High,90.0,37.73773773773774,100.0,79.58867645263672,False
6998,Classic Polo Men's Wat Duh Pho Grey T-shirt,Tshirts,4177.080078125,3.700000047683716,375,False,30.83,Low,67.5,37.53753753753754,0.0,18.264245986938477,False
57186,Elle Women Multi Coloured Tunic,Tunics,3371.010009765625,4.0,220,False,33.3,Low,75.0,22.02202202202202,0.0,36.18217086791992,False
58381,Locomotive Men Grey T-shirt,Tshirts,3179.14990234375,3.799999952316284,257,False,34.04,Low,70.0,25.725725725725724,0.0,40.44697952270508,False
25540,Wrangler Men Pontius Striped Blue Shirt,Shirts,3627.659912109375,3.700000047683716,191,False,29.27,Low,67.5,19.11911911911912,0.0,30.47716522216797,False
56386,Estee Lauder Women Pure White Linen 100 ml Perfume,Perfume and Body Mist,1102.0,4.199999809265137,973,False,66.0,High,79.99999237060547,97.3973973973974,0.0,86.6194076538086,False
21128,s.Oliver Women Printed Blue Top,Tops,2334.1298828125,4.699999809265137,61,True,64.46,High,92.49999237060547,6.106106106106106,100.0,59.230709075927734,False
58837,Hakashi Men Black Cufflinks,Cufflinks,2331.090087890625,4.900000095367432,764,True,83.32,High,97.5,76.47647647647648,100.0,59.298282623291016,False
58078,Rreverie Silver Earrings,Earrings,4886.56982421875,3.9000000953674316,419,False,29.23,Low,72.5,41.94194194194194,0.0,2.4931788444519043,False
3868,Wrangler Men's Cowboy Photo White T-shirt,Tshirts,3452.72998046875,4.099999904632568,132,False,31.27,Low,77.5,13.213213213213212,0.0,34.36564254760742,False
27342,Miss Sixty Women Perfume,Perfume and Body Mist,4288.990234375,3.9000000953674316,420,False,32.58,Low,72.5,42.04204204204204,0.0,15.776628494262695,False
55099,Pond's Women Gold Radiance Youthful Glow Day Cream,Face Moisturisers,3361.72998046875,3.5,499,False,37.21,Medium,62.5,49.94994994994995,0.0,36.388458251953125,False
22660,Wildcraft Unisex Gear for Life Blue Printed Sling Bag,Handbags,2947.449951171875,4.800000190734863,396,True,70.06,High,95.00000762939453,39.63963963963964,100.0,45.597381591796875,False
12074,W Women Printed White Kurtas,Kurtas,3384.3701171875,3.5,964,False,48.72,Medium,62.5,96.49649649649649,0.0,35.885196685791016,False
29094,Mtv Women Sunglasses,Sunglasses,3572.02001953125,4.400000095367432,781,False,48.72,Medium,85.0,78.17817817817819,0.0,31.713973999023438,False
35432,Doodle Girls Printed Pink Dress,Dresses,3815.929931640625,3.9000000953674316,576,False,39.11,Medium,72.5,57.65765765765766,0.0,26.292163848876953,False
39666,Lotto Men White Sports Shoes,Sports Shoes,2259.919921875,4.699999809265137,191,True,68.12,High,92.49999237060547,19.11911911911912,100.0,60.88030242919922,False
14410,Enroute Women Casual Blue Flats,Heels,2689.169921875,3.799999952316284,148,False,34.04,Low,70.0,14.814814814814813,0.0,51.338619232177734,False
8699,Fastrack Women Sunglasses P172PR3F,Sunglasses,1942.530029296875,4.900000095367432,687,True,83.55,High,97.5,68.76876876876878,100.0,67.93548583984375,False
26967,Jealous 21 Women Check Navy Blue Top,Tops,2478.830078125,3.700000047683716,180,False,35.38,Medium,67.5,18.01801801801802,0.0,56.01420974731445,False
56809,Aneri Women Printed Beige Kurti,Kurtis,3034.239990234375,3.700000047683716,779,False,47.29,Medium,67.5,77.97797797797797,0.0,43.66814422607422,False
16901,Status Quo Men Green Polo Tshirt,Tshirts,3730.719970703125,4.699999809265137,548,True,68.89,High,92.49999237060547,54.85485485485485,100.0,28.1862735748291,False
52186,Lencia Sterling Silver Earrings,Earrings,970.5599975585938,4.699999809265137,396,True,80.42,High,92.49999237060547,39.63963963963964,100.0,89.54115295410156,False
34068,Clarks Women Cash Box Leather Black Heeled Shoes,Heels,3970.050048828125,3.5999999046325684,58,False,23.42,Low,65.0,5.805805805805806,0.0,22.86626625061035,False
5560,Reebok Men Sport Revesable Black Green Jacket,Jackets,4936.7001953125,4.300000190734863,170,False,25.22,Low,82.50000762939453,17.017017017017018,0.0,1.3788461685180664,False
57990,Latin Quarters Women Pink Dress,Dresses,3171.169921875,3.9000000953674316,65,False,29.91,Low,72.5,6.506506506506507,0.0,40.624366760253906,False
47991,Helix Women White Watch,Watches,2578.1298828125,4.5,234,False,41.18,Medium,87.5,23.423423423423422,0.0,53.80690002441406,False
18658,Fila Men Craze Brown Casual Shoes,Casual Shoes,4263.97998046875,3.9000000953674316,116,False,25.11,Low,72.5,11.611611611611613,0.0,16.33257293701172,False
46607,Catwalk Women Silver Heels,Heels,1197.239990234375,4.5,981,False,67.55,High,87.5,98.1981981981982,0.0,84.5023422241211,False
22803,Locomotive Men Green Printed T-shirt,Tshirts,1184.1099853515625,3.9000000953674316,285,False,46.46,Medium,72.5,28.52852852852853,0.0,84.79420471191406,False
27006,Jealous 21 Women Washed Navy Blue Jeggings,Jeans,3509.389892578125,3.9000000953674316,289,False,33.63,Low,72.5,28.928928928928926,0.0,33.10615921020508,False
9778,ADIDAS Men  White Polo Tshirts,Tshirts,1315.550048828125,3.799999952316284,468,False,49.68,Medium,70.0,46.846846846846844,0.0,81.87246704101562,False
38955,Palm Tree Boys Printed Green T-shirt,Tshirts,991.760009765625,4.0,123,False,44.1,Medium,75.0,12.312312312312311,0.0,89.06990051269531,False
11078,Scullers Men Stripes Grey Sweaters,Sweaters,961.3200073242188,3.5999999046325684,575,False,53.08,Medium,65.0,57.55755755755756,0.0,89.74654388427734,False
8672,Fastrack Men Fastrack Black sunglass with golden rim Black Sunglasses,Sunglasses,2053.360107421875,3.5999999046325684,62,False,34.17,Low,65.0,6.206206206206207,0.0,65.47187805175781,False
39272,Red Chief Men Olive Shoes,Casual Shoes,1191.6099853515625,4.900000095367432,705,True,88.17,High,97.5,70.57057057057057,100.0,84.62749481201172,False
7795,Proline Men Blue Polo T-shirt,Tshirts,1399.4300537109375,4.900000095367432,320,True,77.38,High,97.5,32.032032032032035,100.0,80.0079116821289,False
47588,Portia Women Silver Flats,Flats,1011.4099731445312,3.700000047683716,360,False,48.04,Medium,67.5,36.03603603603604,0.0,88.63311004638672,False
34589,Tonga Women Printed Magenta Top,Tops,942.9099731445312,4.300000190734863,897,False,65.61,High,82.50000762939453,89.7897897897898,0.0,90.15577697753906,False
52869,Adrika Pink Earrings,Earrings,924.8900146484375,3.5999999046325684,957,False,62.84,High,65.0,95.7957957957958,0.0,90.55634307861328,False
13302,Gini and Jony Kids Boys Solid Beige Shorts,Shorts,721.1699829101562,3.5999999046325684,982,False,64.6,High,65.0,98.2982982982983,0.0,95.08477783203125,False
47017,Shree Women Red Chevron Stripe Kurta,Kurtas,1820.0899658203125,4.0,171,False,40.69,Medium,75.0,17.117117117117118,0.0,70.65717315673828,False
13284,Gini and Jony Kids Boys Solid Black Shorts,Shorts,2827.179931640625,4.900000095367432,896,True,83.87,High,97.5,89.68968968968969,100.0,48.27083206176758,False
34251,Proline Navy Shorts,Shorts,3520.719970703125,3.5999999046325684,293,False,31.8,Low,65.0,29.32932932932933,0.0,32.854305267333984,False
39028,CASIO ENTICER Men Black Dial Watch A642,Watches,4829.83984375,3.700000047683716,785,False,37.46,Medium,67.5,78.57857857857859,0.0,3.754216432571411,False
8346,ADIDAS Men Slimsoll White Sports Shoes,Sports Shoes,1909.3199462890625,4.599999904632568,417,True,75.1,High,90.0,41.74174174174174,100.0,68.67369842529297,False
27554,Scullers Men Purple Shirt,Shirts,3727.679931640625,4.099999904632568,757,False,45.38,Medium,77.5,75.77577577577578,0.0,28.253847122192383,False
16852,Idee Women Funky Eyewear Green Sunglasses,Sunglasses,1029.8800048828125,4.699999809265137,618,True,85.65,High,92.49999237060547,61.86186186186187,100.0,88.22254180908203,False
28092,Jockey GOLDEDN Men Gold Edition White Innerwear Vest 4020,Innerwear Vests,2520.10009765625,4.599999904632568,576,True,75.69,High,90.0,57.65765765765766,100.0,55.09682846069336,False
14515,Mark Taylor Men Grey & White Striped Pink & Grey Accent Shirt,Shirts,2645.389892578125,4.400000095367432,71,False,36.1,Medium,85.0,7.107107107107106,0.0,52.31179428100586,False
10081,Reebok Men Zigdynamic White Sports Shoes,Sports Shoes,2130.77001953125,4.5,986,False,62.49,High,87.5,98.69869869869869,0.0,63.75114822387695,False
19586,United Colors of Benetton Women Printed Pink T-shirt,Tshirts,4190.2998046875,3.700000047683716,327,False,29.55,Low,67.5,32.732732732732735,0.0,17.970388412475586,False
1862,Inkfruit Mens Urban Warfare T-shirt,Tshirts,4317.8798828125,4.800000190734863,294,True,59.89,Medium,95.00000762939453,29.429429429429426,100.0,15.134448051452637,False
54525,F Sports Men Grey Zero Gravity Sports Shoes,Sports Shoes,3136.389892578125,3.9000000953674316,720,False,46.49,Medium,72.5,72.07207207207207,0.0,41.397483825683594,False
58243,Baggit Women Red Wallet,Wallets,1079.9599609375,3.9000000953674316,924,False,63.03,High,72.5,92.49249249249249,0.0,87.10932922363281,False
31826,Titan Men White Dial Watch,Watches,3012.820068359375,4.5,156,False,36.81,Medium,87.5,15.615615615615615,0.0,44.144283294677734,False
41242,Arrow Men Black and Brown Reversible Belt,Belts,2608.929931640625,3.5,650,False,45.17,Medium,62.5,65.06506506506507,0.0,53.12225341796875,False
30960,Fabindia Women Black Kalamkari Tunic,Tunics,614.0800170898438,4.400000095367432,128,False,48.82,Medium,85.0,12.812812812812812,0.0,97.46525573730469,False
25324,Casio Edifice Men Silver Analogue Watches (ED418) EF-130D-1A4VDF,Watches,4947.669921875,4.599999904632568,721,True,65.83,High,90.0,72.17217217217218,100.0,1.1350035667419434,False
44610,Salomon Men Black Quest Sports Shoes,Sports Shoes,1274.8699951171875,4.5,326,False,50.73,Medium,87.5,32.63263263263263,0.0,82.77672576904297,False
22068,Vishudh Women Printed Grey Kurta,Kurtas,1680.8699951171875,5.0,602,True,83.5,High,100.0,60.26026026026025,100.0,73.7518539428711,False
20877,Skechers Men Casual Black Shoes,Casual Shoes,4997.35986328125,3.700000047683716,692,False,34.2,Low,67.5,69.26926926926927,0.0,0.03045797348022461,False
13560,Carlton London Women Casual Yellow Sandals,Flats,1071.6500244140625,4.300000190734863,100,False,44.95,Medium,82.50000762939453,10.01001001001001,0.0,87.29405212402344,False
53159,Mark Taylor Men White Striped Shirt,Shirts,1439.739990234375,4.800000190734863,915,True,91.43,High,95.00000762939453,91.5915915915916,100.0,79.11187744140625,False
25261,Lino Perros Women Canvas Beige Handbag,Handbags,3861.85009765625,4.599999904632568,889,True,76.07,High,90.0,88.988988988989,100.0,25.27141571044922,False
17484,Enroute Men Casual Tan Casual Shoe,Casual Shoes,4094.52001953125,4.900000095367432,464,True,66.01,High,97.5,46.44644644644645,100.0,20.099454879760742,False
21671,Fossil Men Black Chronograph Watch CH2601,Watches,4589.72021484375,3.700000047683716,425,False,29.78,Low,67.5,42.54254254254254,0.0,9.091776847839355,False
24574,Lee Men Neo Blue Polo T-shirt,Tshirts,3576.64990234375,4.300000190734863,105,False,31.16,Low,82.50000762939453,10.51051051051051,0.0,31.611055374145508,False
52868,Adrika Red Earrings,Earrings,3979.139892578125,4.800000190734863,959,True,78.42,High,95.00000762939453,95.995995995996,100.0,22.664213180541992,False
6876,Forever New Women Peach Jacket,Jackets,1289.1700439453125,4.400000095367432,360,False,50.87,Medium,85.0,36.03603603603604,0.0,82.45885467529297,False
28029,Jockey ELANCE Mens Navy Blue Briefs 1005,Briefs,1963.3199462890625,4.400000095367432,942,False,61.69,High,85.0,94.29429429429429,0.0,67.47335052490234,False
43546,Woodland Men Black Sandals,Sandals,1365.1600341796875,4.599999904632568,499,True,80.18,High,90.0,49.94994994994995,100.0,80.76969146728516,False
7761,Indigo Nation Men Terrible Things Navy Beige T-shirt,Tshirts,1109.3800048828125,4.5,775,False,62.88,High,87.5,77.57757757757757,0.0,86.45536041259766,False
11694,Lee Men Brown Check Shirt,Shirts,1665.6600341796875,4.599999904632568,833,True,86.87,High,90.0,83.38338338338338,100.0,74.08995819091797,False
38660,Nike Men Braata Canvas Red Casual Shoes,Casual Shoes,678.010009765625,4.099999904632568,529,False,56.62,Medium,77.5,52.95295295295295,0.0,96.04417419433594,False
39152,Aneri Women Turquiose Blue Printed Kurta,Kurtas,605.5700073242188,4.300000190734863,489,False,57.28,Medium,82.50000762939453,48.94894894894895,0.0,97.6544189453125,False
36532,United Colors of Benetton Women Beige Belt,Belts,3376.0400390625,4.300000190734863,738,False,48.11,Medium,82.50000762939453,73.87387387387388,0.0,36.07035827636719,False
17667,Catwalk Women Buckel Black Casual Shoe,Casual Shoes,2664.3798828125,4.099999904632568,843,False,53.44,Medium,77.5,84.38438438438438,0.0,51.889671325683594,False
37188,United Colors of Benetton Boys Printed Red T-shirt,Tshirts,554.8099975585938,3.5999999046325684,551,False,54.73,Medium,65.0,55.15515515515516,0.0,98.78275299072266,False
46594,Catwalk Women Beige Flats,Heels,4020.919921875,4.400000095367432,481,False,38.72,Medium,85.0,48.148148148148145,0.0,21.73549461364746,False
45742,Folklore Women Yellow Kurta,Kurtas,4598.7099609375,4.400000095367432,423,False,34.06,Low,85.0,42.34234234234234,0.0,8.891940116882324,False
22688,Nike Men Sweet Classic Leather White Casual Shoes,Casual Shoes,2885.239990234375,4.5,985,False,58.27,Medium,87.5,98.5985985985986,0.0,46.980224609375,False
49728,Park Avenue Men Red Tie,Ties,4967.68017578125,4.900000095367432,766,True,68.72,High,97.5,76.67667667667668,100.0,0.6901979446411133,False
57702,Lotus Herbals Almond Anti-Wrinkle Creme,Face Moisturisers,1277.4100341796875,4.5,738,False,61.02,High,87.5,73.87387387387388,0.0,82.72026824951172,False
13065,Numero Uno Men Black Casual Shoes,Casual Shoes,2495.2099609375,3.5999999046325684,198,False,35.12,Medium,65.0,19.81981981981982,0.0,55.65010452270508,False
59774,Estelle Women Gold Earring & Pendant Set,Jewellery Set,4597.72998046875,4.900000095367432,400,True,61.61,High,97.5,40.04004004004004,100.0,8.913725852966309,False
21357,Van Heusen Women Sunglasses,Sunglasses,721.8900146484375,4.900000095367432,724,True,91.26,High,97.5,72.47247247247248,100.0,95.06877899169922,False
12733,Nike Women Pinkaland Pink Handbags,Handbags,4171.18994140625,4.0,699,False,40.84,Medium,75.0,69.96996996996997,0.0,18.395179748535156,False
1994,Puma Women's Powergirls T-shirt,Tshirts,4067.780029296875,3.5999999046325684,896,False,43.85,Medium,65.0,89.68968968968969,0.0,20.693851470947266,False
14990,ADIDAS Men Solid Black Sweaters,Sweaters,4781.7099609375,4.300000190734863,308,False,29.54,Low,82.50000762939453,30.83083083083083,0.0,4.824084281921387,False
45177,CASIO ENTICER Men Black Dial Analogue Watch A590,Watches,3222.280029296875,4.199999809265137,191,False,34.65,Low,79.99999237060547,19.11911911911912,0.0,39.488250732421875,False
4194,Ed Hardy Men's Fierce Panther Maroon T-shirt,Tshirts,4679.43994140625,3.9000000953674316,179,False,24.38,Low,72.5,17.917917917917915,0.0,7.097416877746582,False
16736,Lotto Women Primavera Purple Slipper,Flip Flops,3997.860107421875,5.0,107,True,58.24,Medium,100.0,10.71071071071071,100.0,22.248083114624023,False
40955,Gini and Jony Boys Rodeo Red T-shirt,Tshirts,1841.18994140625,3.9000000953674316,614,False,51.04,Medium,72.5,61.46146146146146,0.0,70.18814849853516,False
43806,Royal Diadem White Earrings,Earrings,4247.509765625,4.300000190734863,353,False,33.63,Low,82.50000762939453,35.33533533533533,0.0,16.698688507080078,False
10656,Doodle Girl Little frock Pink Tops,Tops,2955.8701171875,4.800000190734863,864,True,81.72,High,95.00000762939453,86.48648648648648,100.0,45.41020965576172,False
21694,Fossil Women Brown Dial Watch ES2949,Watches,531.280029296875,3.700000047683716,864,False,63.32,High,67.5,86.48648648648648,0.0,99.30579376220703,False
43718,Royal Diadem Set of 2 Silver Bangles,Bangle,4332.1201171875,4.699999809265137,918,True,74.8,High,92.49999237060547,91.8918918918919,100.0,14.81790542602539,False
31028,Arrow New York Men Check Navy Blue Slim Fit Shirt,Shirts,3928.090087890625,3.5999999046325684,833,False,43.05,Medium,65.0,83.38338338338338,0.0,23.79898452758789,False
13461,United Colors of Benetton Men Check Black Shirts,Shirts,3216.89990234375,3.5,194,False,30.38,Low,62.5,19.41941941941942,0.0,39.607845306396484,False
44563,Coolers Men Black Sandals,Sandals,1298.6700439453125,4.099999904632568,929,False,63.19,High,77.5,92.992992992993,0.0,82.2476806640625,False
4827,ADIDAS Men's Woven Black White Track Pant,Track Pants,1771.22998046875,4.900000095367432,265,True,73.94,High,97.5,26.526526526526528,100.0,71.74327087402344,False
48170,Fossil Women Blue Floral Print Wallet,Wallets,3617.610107421875,4.800000190734863,480,True,68.44,High,95.00000762939453,48.048048048048045,100.0,30.700565338134766,False
29420,Giordano Men White Dial Watch,Watches,2834.56005859375,3.9000000953674316,63,False,31.73,Low,72.5,6.306306306306306,0.0,48.10677719116211,False
16892,Police Unisex Casual Black Sunglasses,Sunglasses,4760.39990234375,3.9000000953674316,178,False,23.9,Low,72.5,17.81781781781782,0.0,5.2977800369262695,False
32810,iPanema Women Ritmos Cream Flats,Heels,2910.449951171875,4.400000095367432,115,False,35.73,Medium,85.0,11.511511511511511,0.0,46.41984176635742,False
2243,ADIDAS Men Stripe Polo White Polo T-shirt,Tshirts,4835.27001953125,4.5,735,False,41.18,Medium,87.5,73.57357357357357,0.0,3.6335110664367676,False
19330,United Colors of Benetton Women Solid Black Jacket,Jackets,3247.7900390625,4.099999904632568,55,False,30.48,Low,77.5,5.505505505505505,0.0,38.92119598388672,False
5560,Reebok Men Sport Revesable Black Green Jacket,Jackets,4936.7001953125,4.300000190734863,170,False,25.22,Low,82.50000762939453,17.017017017017018,0.0,1.3788461685180664,False
14457,Enroute Women Black Ballerinas,Flats,3013.889892578125,4.300000190734863,504,False,44.27,Medium,82.50000762939453,50.45045045045045,0.0,44.12050247192383,False
12432,Timberland Men Pack Of 3 Brown Socks,Socks,4489.72021484375,3.9000000953674316,276,False,27.86,Low,72.5,27.627627627627625,0.0,11.314654350280762,False
31905,Heart 2 Heart Women Yellow Briefs H2H-5-2011,Briefs,4632.7900390625,4.300000190734863,164,False,26.76,Low,82.50000762939453,16.416416416416414,0.0,8.134383201599121,False
35476,Bata Men Remo Black Formal Shoes,Formal Shoes,4530.60009765625,4.400000095367432,850,False,45.12,Medium,85.0,85.08508508508508,0.0,10.405945777893066,False
28096,Jockey MC Men Navy Blue Y Front Briefs 8003,Briefs,911.6900024414062,4.199999809265137,335,False,51.1,Medium,79.99999237060547,33.533533533533536,0.0,90.8497543334961,False
30082,Ed Hardy Men Silver Dial Watch,Watches,2629.43994140625,3.9000000953674316,75,False,33.17,Low,72.5,7.5075075075075075,0.0,52.666343688964844,False
55621,Numero Uno Men Black Formal Shoes,Formal Shoes,4125.72021484375,4.699999809265137,997,True,77.93,High,92.49999237060547,99.7997997997998,100.0,19.405914306640625,False
42225,Sepia Women Blue Top,Tops,606.1799926757812,4.599999904632568,784,True,91.53,High,90.0,78.47847847847848,100.0,97.640869140625,False
55501,Revlon Wrap Yourself In Rubies Super Lustrous Lip Gloss 53,Lip Gloss,1621.8299560546875,3.9000000953674316,430,False,47.65,Medium,72.5,43.04304304304304,0.0,75.06423950195312,False
45322,Cobblerz Women Beige & Blue Wedges,Heels,779.1900024414062,3.9000000953674316,337,False,50.01,Medium,72.5,33.733733733733736,0.0,93.7950668334961,False
35200,Wildcraft Unisex Grey Backpack,Backpacks,4900.97021484375,3.799999952316284,513,False,30.88,Low,70.0,51.35135135135135,0.0,2.1730780601501465,False
